region,window,A,B,q,diff,lo,hi,significant,n_a,n_b
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",50.0,0.04569532722234726,0.03927170094102621,0.05116888284683227,True,5496,6412
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",95.0,0.013549744710326217,0.00796790283638984,0.01838576504960656,True,5496,6412
shared,13,"('WT', 'VEH')","('WT', 'LCTB92')",99.0,0.000771759427152352,-0.0081064981440431,0.010256721221245074,False,5496,6412
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",1.0,-0.014222448468208304,-0.03412761190533639,0.014667895078659017,False,5038,5038
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",5.0,-0.002586996555328458,-0.015340776033699512,0.013319527953863186,False,5038,5038
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",50.0,0.010067351162433624,0.003257923386991024,0.016465972550213332,True,5038,5038
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",95.0,-0.009119865670800253,-0.015000772690400227,-0.0014618998207151907,True,5038,5038
shared,13,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",99.0,-0.013576841410249507,-0.02334543798631059,-0.004392677064519006,True,5038,5038
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",1.0,0.08597407102584836,0.05961955350637439,0.10611398965120315,True,5496,5038
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",5.0,0.04054656922817235,0.024791823737323304,0.05626426972448824,True,5496,5038
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",50.0,0.05055897682905197,0.04454354792833328,0.05668256711214781,True,5496,5038
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",95.0,0.041364357061684176,0.03531595404725522,0.04584380832966417,True,5496,5038
shared,13,"('WT', 'VEH')","('Dp1Yey', 'VEH')",99.0,0.03426255156751712,0.02372583045160744,0.04489775254414425,True,5496,5038
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",1.0,-0.06046598136425019,-0.08291145750880242,-0.03430195328593255,True,6412,5038
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",5.0,-0.06071212142705923,-0.07463106468319892,-0.046348112337291254,True,6412,5038
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",50.0,0.014931000769138336,0.008295054361224175,0.02124452404677868,True,6412,5038
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",95.0,0.018694746680557706,0.012437164443545002,0.025436841617338515,True,6412,5038
shared,13,"('WT', 'LCTB92')","('Dp1Yey', 'LCTB92')",99.0,0.01991395073011526,0.011111525315500106,0.02834003117983236,True,6412,5038
shared,14,"('WT', 'VEH')","('WT', 'LCTB92')",1.0,nan,nan,nan,False,355,0
shared,14,"('WT', 'VEH')","('WT', 'LCTB92')",5.0,nan,nan,nan,False,355,0
shared,14,"('WT', 'VEH')","('WT', 'LCTB92')",50.0,nan,nan,nan,False,355,0
shared,14,"('WT', 'VEH')","('WT', 'LCTB92')",95.0,nan,nan,nan,False,355,0
shared,14,"('WT', 'VEH')","('WT', 'LCTB92')",99.0,nan,nan,nan,False,355,0
shared,14,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",1.0,nan,nan,nan,False,355,0
shared,14,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",5.0,nan,nan,nan,False,355,0
shared,14,"('Dp1Yey', 'VEH')","('Dp1Yey', 'LCTB92')",50.0,nan,nan,nan,False,355,0
